fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity,feature_kind,n_features,model,selected_policy,split,metric,value
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.8__std_16__range_50__seed_4,condition_recombine_ensemble_filter,1.0,0.8,ensemble,4,158,139,1.879746835443038,False,1.0,1.0,1.0,16.0,50.0,158,0.879746835443038,4.371913412742921,10.787299245698845,0.8693342496165268,reaction_role_concat,6144,random_forest,True,valid,r2,0.7227110102378543
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.8__std_16__range_50__seed_4,condition_recombine_ensemble_filter,1.0,0.8,ensemble,4,158,139,1.879746835443038,False,1.0,1.0,1.0,16.0,50.0,158,0.879746835443038,4.371913412742921,10.787299245698845,0.8693342496165268,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8588454892761985
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.8__std_16__range_50__seed_4,condition_recombine_ensemble_filter,1.0,0.8,ensemble,4,158,139,1.879746835443038,False,1.0,1.0,1.0,16.0,50.0,158,0.879746835443038,4.371913412742921,10.787299245698845,0.8693342496165268,reaction_role_concat,6144,random_forest,True,test,rmse,15.613820750206164
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.8__std_16__range_50__seed_4,condition_recombine_ensemble_filter,1.0,0.8,ensemble,4,158,139,1.879746835443038,False,1.0,1.0,1.0,16.0,50.0,158,0.879746835443038,4.371913412742921,10.787299245698845,0.8693342496165268,reaction_role_concat,6144,random_forest,True,test,mae,11.704675168931633
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.8__std_16__range_50__seed_4,condition_recombine_ensemble_filter,1.0,0.8,ensemble,4,158,139,1.879746835443038,False,1.0,1.0,1.0,16.0,50.0,158,0.879746835443038,4.371913412742921,10.787299245698845,0.8693342496165268,reaction_role_concat,6144,random_forest,True,test,r2,0.6881490443379681
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.8__std_16__range_50__seed_4,condition_recombine_ensemble_filter,1.0,0.8,ensemble,4,158,139,1.879746835443038,False,1.0,1.0,1.0,16.0,50.0,158,0.879746835443038,4.371913412742921,10.787299245698845,0.8693342496165268,reaction_role_concat,6144,random_forest,True,test,spearman,0.8486887436201836
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,valid,rmse,12.94063081439729
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,valid,mae,9.605403318313858
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,valid,r2,0.7651668382848617
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8793721902022503
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,test,rmse,13.587344306605418
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,test,mae,10.045316425790691
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,test,r2,0.7638446101445355
2,0.1,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505,reaction_role_concat,6144,random_forest,True,test,spearman,0.8773785726583551
